PERMNO,date,COMNAM,RET,vwretd
77453,07/29/2011,JACK IN THE BOX INC,-0.002634,-0.022524
77453,08/31/2011,JACK IN THE BOX INC,-0.085827,-0.057498
77453,09/30/2011,JACK IN THE BOX INC,-0.040924,-0.084862
77453,10/31/2011,JACK IN THE BOX INC,0.033133,0.114030
77453,11/30/2011,JACK IN THE BOX INC,-0.003887,-0.006207
77453,12/30/2011,JACK IN THE BOX INC,0.019512,0.003696
77453,01/31/2012,JACK IN THE BOX INC,0.014354,0.054095
77453,02/29/2012,JACK IN THE BOX INC,0.125000,0.041239
77453,03/30/2012,JACK IN THE BOX INC,0.005031,0.024004
77453,04/30/2012,JACK IN THE BOX INC,-0.052149,-0.006806
77453,05/31/2012,JACK IN THE BOX INC,0.137764,-0.065574
77453,06/29/2012,JACK IN THE BOX INC,0.078530,0.038189
77453,07/31/2012,JACK IN THE BOX INC,-0.031923,0.010284
77453,08/31/2012,JACK IN THE BOX INC,-0.033346,0.026278
77453,09/28/2012,JACK IN THE BOX INC,0.077424,0.026554
77453,10/31/2012,JACK IN THE BOX INC,-0.074707,-0.014104
77453,11/30/2012,JACK IN THE BOX INC,0.059208,0.006192
77453,12/31/2012,JACK IN THE BOX INC,0.038113,0.012529
77453,01/31/2013,JACK IN THE BOX INC,0.015035,0.054145
77453,02/28/2013,JACK IN THE BOX INC,0.090596,0.008340
77453,03/28/2013,JACK IN THE BOX INC,0.092546,0.035294
77453,04/30/2013,JACK IN THE BOX INC,0.036427,0.014947
77453,05/31/2013,JACK IN THE BOX INC,0.017852,0.019074
77453,06/28/2013,JACK IN THE BOX INC,0.076733,-0.015036
77453,07/31/2013,JACK IN THE BOX INC,0.020361,0.052717
77453,08/30/2013,JACK IN THE BOX INC,-0.014966,-0.025727
77453,09/30/2013,JACK IN THE BOX INC,0.012661,0.037470
77453,10/31/2013,JACK IN THE BOX INC,0.017254,0.039895
77453,11/29/2013,JACK IN THE BOX INC,0.163963,0.024966
77453,12/31/2013,JACK IN THE BOX INC,0.056389,0.026140
77453,01/31/2014,JACK IN THE BOX INC,0.010996,-0.029987
77453,02/28/2014,JACK IN THE BOX INC,0.136049,0.046186
77453,03/31/2014,JACK IN THE BOX INC,0.025936,0.004501
77453,04/30/2014,JACK IN THE BOX INC,-0.091619,0.001670
77453,05/30/2014,JACK IN THE BOX INC,0.081995,0.020223
77453,06/30/2014,JACK IN THE BOX INC,0.036549,0.027961
77453,07/31/2014,JACK IN THE BOX INC,-0.044285,-0.020536
77453,08/29/2014,JACK IN THE BOX INC,0.043015,0.040206
77453,09/30/2014,JACK IN THE BOX INC,0.147014,-0.025132
77453,10/31/2014,JACK IN THE BOX INC,0.041795,0.021198
77453,11/28/2014,JACK IN THE BOX INC,0.051520,0.021159
77453,12/31/2014,JACK IN THE BOX INC,0.073289,-0.003623
77453,01/30/2015,JACK IN THE BOX INC,0.060405,-0.027200
77453,02/27/2015,JACK IN THE BOX INC,0.140347,0.056017
77453,03/31/2015,JACK IN THE BOX INC,-0.005895,-0.010454
77453,04/30/2015,JACK IN THE BOX INC,-0.095392,0.008716
77453,05/29/2015,JACK IN THE BOX INC,0.003918,0.010344
77453,06/30/2015,JACK IN THE BOX INC,0.015551,-0.019262
77453,07/31/2015,JACK IN THE BOX INC,0.077586,0.012113
77453,08/31/2015,JACK IN THE BOX INC,-0.173895,-0.060046
77453,09/30/2015,JACK IN THE BOX INC,-0.014582,-0.033769
77453,10/30/2015,JACK IN THE BOX INC,-0.032581,0.074021
77453,11/30/2015,JACK IN THE BOX INC,-0.005233,0.002448
77453,12/31/2015,JACK IN THE BOX INC,0.038711,-0.022287
77453,01/29/2016,JACK IN THE BOX INC,0.012124,-0.057094
77453,02/29/2016,JACK IN THE BOX INC,-0.110639,0.000685
77453,03/31/2016,JACK IN THE BOX INC,-0.070982,0.070518
77453,04/29/2016,JACK IN THE BOX INC,0.057617,0.011814
77453,05/31/2016,JACK IN THE BOX INC,0.265729,0.014316
77453,06/30/2016,JACK IN THE BOX INC,0.008451,0.003111
77453,07/29/2016,JACK IN THE BOX INC,0.028748,0.038775
77453,08/31/2016,JACK IN THE BOX INC,0.128634,0.002789
77453,09/30/2016,JACK IN THE BOX INC,-0.035391,0.003017
77453,10/31/2016,JACK IN THE BOX INC,-0.023035,-0.021594
77453,11/30/2016,JACK IN THE BOX INC,0.109783,0.040491
77453,12/30/2016,JACK IN THE BOX INC,0.077101,0.018792
77453,01/31/2017,JACK IN THE BOX INC,-0.033321,0.022190
77453,02/28/2017,JACK IN THE BOX INC,-0.131672,0.032665
77453,03/31/2017,JACK IN THE BOX INC,0.089745,0.002092
77453,04/28/2017,JACK IN THE BOX INC,0.002458,0.009615
77453,05/31/2017,JACK IN THE BOX INC,0.049132,0.009335
77453,06/30/2017,JACK IN THE BOX INC,-0.075812,0.009469
77453,07/31/2017,JACK IN THE BOX INC,-0.058274,0.020330
77453,08/31/2017,JACK IN THE BOX INC,0.013583,0.001589
77453,09/29/2017,JACK IN THE BOX INC,0.088656,0.023734
77453,10/31/2017,JACK IN THE BOX INC,0.015601,0.019281
77453,11/30/2017,JACK IN THE BOX INC,0.000000,0.027309
77453,12/29/2017,JACK IN THE BOX INC,-0.048305,0.012173
77453,01/31/2018,JACK IN THE BOX INC,-0.072572,0.050656
77453,02/28/2018,JACK IN THE BOX INC,-0.010001,-0.039465
77453,03/29/2018,JACK IN THE BOX INC,-0.048290,-0.018433
77453,04/30/2018,JACK IN THE BOX INC,0.051213,0.004769
77453,05/31/2018,JACK IN THE BOX INC,-0.096210,0.026170
77453,06/29/2018,JACK IN THE BOX INC,0.055163,0.005334
77453,07/31/2018,JACK IN THE BOX INC,-0.010338,0.031605
77453,08/31/2018,JACK IN THE BOX INC,0.080722,0.030221
77453,09/28/2018,JACK IN THE BOX INC,-0.075132,0.000443
77453,10/31/2018,JACK IN THE BOX INC,-0.058452,-0.074031
77453,11/30/2018,JACK IN THE BOX INC,0.123654,0.018530
77453,12/31/2018,JACK IN THE BOX INC,-0.120194,-0.089810
81736,01/31/2007,RESMED INC,0.068265,0.019397
81736,02/28/2007,RESMED INC,-0.092240,-0.013988
81736,03/30/2007,RESMED INC,0.055311,0.012950
81736,04/30/2007,RESMED INC,-0.161009,0.039815
81736,05/31/2007,RESMED INC,0.066730,0.038932
81736,06/29/2007,RESMED INC,-0.084738,-0.014765
81736,07/31/2007,RESMED INC,0.041687,-0.031760
81736,08/31/2007,RESMED INC,-0.053979,0.011630
81736,09/28/2007,RESMED INC,0.054353,0.040842
81736,10/31/2007,RESMED INC,-0.033590,0.025796
81736,11/30/2007,RESMED INC,0.105479,-0.049327
81736,12/31/2007,RESMED INC,0.146943,-0.004423
81736,01/31/2008,RESMED INC,-0.115743,-0.062138
81736,02/29/2008,RESMED INC,-0.128310,-0.021663
81736,03/31/2008,RESMED INC,0.041739,-0.010421
81736,04/30/2008,RESMED INC,0.022285,0.051060
81736,05/30/2008,RESMED INC,-0.086503,0.023808
81736,06/30/2008,RESMED INC,-0.092663,-0.078426
81736,07/31/2008,RESMED INC,0.058198,-0.013341
81736,08/29/2008,RESMED INC,0.237440,0.010566
81736,09/30/2008,RESMED INC,-0.081197,-0.097980
81736,10/31/2008,RESMED INC,-0.203256,-0.184648
81736,11/28/2008,RESMED INC,0.060712,-0.084615
81736,12/31/2008,RESMED INC,0.031370,0.022154
81736,01/30/2009,RESMED INC,0.064568,-0.077315
81736,02/27/2009,RESMED INC,-0.075689,-0.100271
81736,03/31/2009,RESMED INC,-0.041757,0.086748
81736,04/30/2009,RESMED INC,0.088002,0.109352
81736,05/29/2009,RESMED INC,-0.035891,0.067774
81736,06/30/2009,RESMED INC,0.098732,-0.003099
81736,07/31/2009,RESMED INC,0.006629,0.081752
81736,08/31/2009,RESMED INC,0.119756,0.031469
81736,09/30/2009,RESMED INC,-0.015465,0.045216
81736,10/30/2009,RESMED INC,0.088717,-0.027971
81736,11/30/2009,RESMED INC,0.021540,0.057117
81736,12/31/2009,RESMED INC,0.039785,0.028430
81736,01/29/2010,RESMED INC,-0.021619,-0.037098
81736,02/26/2010,RESMED INC,0.116152,0.034786
81736,03/31/2010,RESMED INC,0.115102,0.063626
81736,04/30/2010,RESMED INC,0.075098,0.020063
81736,05/28/2010,RESMED INC,-0.080959,-0.079163
81736,06/30/2010,RESMED INC,-0.033074,-0.050745
81736,07/30/2010,RESMED INC,0.080250,0.070309
81736,08/31/2010,RESMED INC,-0.082357,-0.042844
81736,09/30/2010,RESMED INC,0.088587,0.091547
81736,10/29/2010,RESMED INC,-0.028650,0.038512
81736,11/30/2010,RESMED INC,0.002510,0.005125
81736,12/31/2010,RESMED INC,0.084194,0.067205
81736,01/31/2011,RESMED INC,-0.090935,0.019137
81736,02/28/2011,RESMED INC,0.003493,0.038175
81736,03/31/2011,RESMED INC,-0.050633,0.003353
81736,04/29/2011,RESMED INC,0.063000,0.028667
81736,05/31/2011,RESMED INC,0.009721,-0.014900
81736,06/30/2011,RESMED INC,-0.038820,-0.018388
81736,07/29/2011,RESMED INC,-0.021325,-0.022524
81736,08/31/2011,RESMED INC,0.022450,-0.057498
81736,09/30/2011,RESMED INC,-0.070391,-0.084862
81736,10/31/2011,RESMED INC,-0.017020,0.114030
81736,11/30/2011,RESMED INC,-0.079505,-0.006207
81736,12/30/2011,RESMED INC,-0.024952,0.003696
81736,01/31/2012,RESMED INC,0.142913,0.054095
81736,02/29/2012,RESMED INC,0.009301,0.041239
81736,03/30/2012,RESMED INC,0.054949,0.024004
81736,04/30/2012,RESMED INC,0.100291,-0.006806
81736,05/31/2012,RESMED INC,-0.089091,-0.065574
81736,06/29/2012,RESMED INC,0.007101,0.038189
81736,07/31/2012,RESMED INC,0.011538,0.010284
81736,08/31/2012,RESMED INC,0.190431,0.026278
81736,09/28/2012,RESMED INC,0.081714,0.026554
81736,10/31/2012,RESMED INC,-0.013096,-0.014104
81736,11/30/2012,RESMED INC,0.033050,0.006192
81736,12/31/2012,RESMED INC,0.011682,0.012529
81736,01/31/2013,RESMED INC,0.053644,0.054145
81736,02/28/2013,RESMED INC,0.019635,0.008340
81736,03/28/2013,RESMED INC,0.042032,0.035294
81736,04/30/2013,RESMED INC,0.035807,0.014947
81736,05/31/2013,RESMED INC,0.003124,0.019074
81736,06/28/2013,RESMED INC,-0.059792,-0.015036
81736,07/31/2013,RESMED INC,0.055839,0.052717
81736,08/30/2013,RESMED INC,-0.003358,-0.025727
81736,09/30/2013,RESMED INC,0.118120,0.037470
81736,10/31/2013,RESMED INC,-0.020447,0.039895
81736,11/29/2013,RESMED INC,-0.051797,0.024966
81736,12/31/2013,RESMED INC,-0.035444,0.026140
81736,01/31/2014,RESMED INC,-0.073704,-0.029987
81736,02/28/2014,RESMED INC,0.015134,0.046186
81736,03/31/2014,RESMED INC,0.015220,0.004501
81736,04/30/2014,RESMED INC,0.115462,0.001670
81736,05/30/2014,RESMED INC,0.009228,0.020223
81736,06/30/2014,RESMED INC,0.011386,0.027961
81736,07/31/2014,RESMED INC,0.021924,-0.020536
81736,08/29/2014,RESMED INC,0.030731,0.040206
81736,09/30/2014,RESMED INC,-0.071254,-0.025132
81736,10/31/2014,RESMED INC,0.059874,0.021198
81736,11/28/2014,RESMED INC,0.024129,0.021159
81736,12/31/2014,RESMED INC,0.053759,-0.003623
81736,01/30/2015,RESMED INC,0.114342,-0.027200
81736,02/27/2015,RESMED INC,0.034737,0.056017
81736,03/31/2015,RESMED INC,0.115289,-0.010454
81736,04/30/2015,RESMED INC,-0.109223,0.008716
81736,05/29/2015,RESMED INC,-0.075696,0.010344
81736,06/30/2015,RESMED INC,-0.041653,-0.019262
81736,07/31/2015,RESMED INC,0.028029,0.012113
81736,08/31/2015,RESMED INC,-0.098533,-0.060046
81736,09/30/2015,RESMED INC,-0.018868,-0.033769
81736,10/30/2015,RESMED INC,0.130495,0.074021
81736,11/30/2015,RESMED INC,0.039229,0.002448
81736,12/31/2015,RESMED INC,-0.098707,-0.022287
81736,01/29/2016,RESMED INC,0.056063,-0.057094
81736,02/29/2016,RESMED INC,0.008995,0.000685
81736,03/31/2016,RESMED INC,0.015990,0.070518
81736,04/29/2016,RESMED INC,-0.034936,0.011814
81736,05/31/2016,RESMED INC,0.063799,0.014316
81736,06/30/2016,RESMED INC,0.070606,0.003111
81736,07/29/2016,RESMED INC,0.089356,0.038775
81736,08/31/2016,RESMED INC,-0.027003,0.002789
81736,09/30/2016,RESMED INC,-0.028490,0.003017
81736,10/31/2016,RESMED INC,-0.077481,-0.021594
81736,11/30/2016,RESMED INC,0.034131,0.040491
81736,12/30/2016,RESMED INC,0.009271,0.018792
81736,01/31/2017,RESMED INC,0.088477,0.022190
81736,02/28/2017,RESMED INC,0.071365,0.032665
81736,03/31/2017,RESMED INC,-0.000833,0.002092
81736,04/28/2017,RESMED INC,-0.055301,0.009615
81736,05/31/2017,RESMED INC,0.050596,0.009335
81736,06/30/2017,RESMED INC,0.095218,0.009469
81736,07/31/2017,RESMED INC,-0.009631,0.020330
81736,08/31/2017,RESMED INC,0.010503,0.001589
81736,09/29/2017,RESMED INC,-0.007992,0.023734
81736,10/31/2017,RESMED INC,0.093815,0.019281
81736,11/30/2017,RESMED INC,0.018651,0.027309
81736,12/29/2017,RESMED INC,-0.008314,0.012173
81736,01/31/2018,RESMED INC,0.190105,0.050656
81736,02/28/2018,RESMED INC,-0.051295,-0.039465
81736,03/29/2018,RESMED INC,0.033589,-0.018433
81736,04/30/2018,RESMED INC,-0.038895,0.004769
81736,05/31/2018,RESMED INC,0.090025,0.026170
81736,06/29/2018,RESMED INC,0.007490,0.005334
81736,07/31/2018,RESMED INC,0.021240,0.031605
81736,08/31/2018,RESMED INC,0.056722,0.030221
81736,09/28/2018,RESMED INC,0.035275,0.000443
81736,10/31/2018,RESMED INC,-0.081672,-0.074031
81736,11/30/2018,RESMED INC,0.058912,0.018530
81736,12/31/2018,RESMED INC,0.018606,-0.089810
83534,01/31/2007,NEUROCRINE BIOSCIENCES INC,0.341651,0.019397
83534,02/28/2007,NEUROCRINE BIOSCIENCES INC,-0.097997,-0.013988
83534,03/30/2007,NEUROCRINE BIOSCIENCES INC,-0.008723,0.012950
83534,04/30/2007,NEUROCRINE BIOSCIENCES INC,0.018400,0.039815
83534,05/31/2007,NEUROCRINE BIOSCIENCES INC,-0.087196,0.038932
83534,06/29/2007,NEUROCRINE BIOSCIENCES INC,-0.033563,-0.014765
83534,07/31/2007,NEUROCRINE BIOSCIENCES INC,-0.094390,-0.031760
83534,08/31/2007,NEUROCRINE BIOSCIENCES INC,-0.019666,0.011630
83534,09/28/2007,NEUROCRINE BIOSCIENCES INC,0.003009,0.040842
83534,10/31/2007,NEUROCRINE BIOSCIENCES INC,-0.075000,0.025796
83534,11/30/2007,NEUROCRINE BIOSCIENCES INC,0.407568,-0.049327
83534,12/31/2007,NEUROCRINE BIOSCIENCES INC,-0.651306,-0.004423
83534,01/31/2008,NEUROCRINE BIOSCIENCES INC,0.187225,-0.062138
83534,02/29/2008,NEUROCRINE BIOSCIENCES INC,-0.070501,-0.021663
83534,03/31/2008,NEUROCRINE BIOSCIENCES INC,0.077844,-0.010421
83534,04/30/2008,NEUROCRINE BIOSCIENCES INC,0.005556,0.051060
83534,05/30/2008,NEUROCRINE BIOSCIENCES INC,-0.092081,0.023808
83534,06/30/2008,NEUROCRINE BIOSCIENCES INC,-0.150101,-0.078426
83534,07/31/2008,NEUROCRINE BIOSCIENCES INC,0.107399,-0.013341
83534,08/29/2008,NEUROCRINE BIOSCIENCES INC,0.114224,0.010566
83534,09/30/2008,NEUROCRINE BIOSCIENCES INC,-0.092843,-0.097980
83534,10/31/2008,NEUROCRINE BIOSCIENCES INC,-0.119403,-0.184648
83534,11/28/2008,NEUROCRINE BIOSCIENCES INC,-0.246973,-0.084615
83534,12/31/2008,NEUROCRINE BIOSCIENCES INC,0.028939,0.022154
83534,01/30/2009,NEUROCRINE BIOSCIENCES INC,0.037500,-0.077315
83534,02/27/2009,NEUROCRINE BIOSCIENCES INC,-0.012048,-0.100271
83534,03/31/2009,NEUROCRINE BIOSCIENCES INC,0.082317,0.086748
83534,04/30/2009,NEUROCRINE BIOSCIENCES INC,-0.070423,0.109352
83534,05/29/2009,NEUROCRINE BIOSCIENCES INC,-0.069697,0.067774
83534,06/30/2009,NEUROCRINE BIOSCIENCES INC,0.052117,-0.003099
83534,07/31/2009,NEUROCRINE BIOSCIENCES INC,-0.009288,0.081752
83534,08/31/2009,NEUROCRINE BIOSCIENCES INC,-0.062500,0.031469
83534,09/30/2009,NEUROCRINE BIOSCIENCES INC,0.016667,0.045216
83534,10/30/2009,NEUROCRINE BIOSCIENCES INC,-0.272131,-0.027971
83534,11/30/2009,NEUROCRINE BIOSCIENCES INC,-0.085586,0.057117
83534,12/31/2009,NEUROCRINE BIOSCIENCES INC,0.339902,0.028430
83534,01/29/2010,NEUROCRINE BIOSCIENCES INC,-0.136029,-0.037098
83534,02/26/2010,NEUROCRINE BIOSCIENCES INC,0.114894,0.034786
83534,03/31/2010,NEUROCRINE BIOSCIENCES INC,-0.026718,0.063626
83534,04/30/2010,NEUROCRINE BIOSCIENCES INC,0.258824,0.020063
83534,05/28/2010,NEUROCRINE BIOSCIENCES INC,0.246106,-0.079163
83534,06/30/2010,NEUROCRINE BIOSCIENCES INC,0.400000,-0.050745
83534,07/30/2010,NEUROCRINE BIOSCIENCES INC,0.014286,0.070309
83534,08/31/2010,NEUROCRINE BIOSCIENCES INC,-0.052817,-0.042844
83534,09/30/2010,NEUROCRINE BIOSCIENCES INC,0.126394,0.091547
83534,10/29/2010,NEUROCRINE BIOSCIENCES INC,0.343234,0.038512
83534,11/30/2010,NEUROCRINE BIOSCIENCES INC,-0.105651,0.005125
83534,12/31/2010,NEUROCRINE BIOSCIENCES INC,0.049451,0.067205
83534,01/31/2011,NEUROCRINE BIOSCIENCES INC,-0.034031,0.019137
83534,02/28/2011,NEUROCRINE BIOSCIENCES INC,-0.085366,0.038175
83534,03/31/2011,NEUROCRINE BIOSCIENCES INC,0.124444,0.003353
83534,04/29/2011,NEUROCRINE BIOSCIENCES INC,0.013175,0.028667
83534,05/31/2011,NEUROCRINE BIOSCIENCES INC,0.072822,-0.014900
83534,06/30/2011,NEUROCRINE BIOSCIENCES INC,-0.024242,-0.018388
83534,07/29/2011,NEUROCRINE BIOSCIENCES INC,-0.039752,-0.022524
83534,08/31/2011,NEUROCRINE BIOSCIENCES INC,-0.205692,-0.057498
83534,09/30/2011,NEUROCRINE BIOSCIENCES INC,-0.026059,-0.084862
83534,10/31/2011,NEUROCRINE BIOSCIENCES INC,0.046823,0.114030
83534,11/30/2011,NEUROCRINE BIOSCIENCES INC,0.044728,-0.006207
83534,12/30/2011,NEUROCRINE BIOSCIENCES INC,0.299694,0.003696
83534,01/31/2012,NEUROCRINE BIOSCIENCES INC,0.094118,0.054095
83534,02/29/2012,NEUROCRINE BIOSCIENCES INC,-0.153763,0.041239
83534,03/30/2012,NEUROCRINE BIOSCIENCES INC,0.012706,0.024004
83534,04/30/2012,NEUROCRINE BIOSCIENCES INC,-0.067754,-0.006806
83534,05/31/2012,NEUROCRINE BIOSCIENCES INC,-0.099596,-0.065574
83534,06/29/2012,NEUROCRINE BIOSCIENCES INC,0.180120,0.038189
83534,07/31/2012,NEUROCRINE BIOSCIENCES INC,-0.037365,0.010284
83534,08/31/2012,NEUROCRINE BIOSCIENCES INC,-0.028947,0.026278
83534,09/28/2012,NEUROCRINE BIOSCIENCES INC,0.081301,0.026554
83534,10/31/2012,NEUROCRINE BIOSCIENCES INC,-0.081454,-0.014104
83534,11/30/2012,NEUROCRINE BIOSCIENCES INC,0.020464,0.006192
83534,12/31/2012,NEUROCRINE BIOSCIENCES INC,0.000000,0.012529
83534,01/31/2013,NEUROCRINE BIOSCIENCES INC,0.211230,0.054145
83534,02/28/2013,NEUROCRINE BIOSCIENCES INC,0.167770,0.008340
83534,03/28/2013,NEUROCRINE BIOSCIENCES INC,0.148866,0.035294
83534,04/30/2013,NEUROCRINE BIOSCIENCES INC,-0.050596,0.014947
83534,05/31/2013,NEUROCRINE BIOSCIENCES INC,0.120451,0.019074
83534,06/28/2013,NEUROCRINE BIOSCIENCES INC,0.034803,-0.015036
83534,07/31/2013,NEUROCRINE BIOSCIENCES INC,0.045590,0.052717
83534,08/30/2013,NEUROCRINE BIOSCIENCES INC,0.041458,-0.025727
83534,09/30/2013,NEUROCRINE BIOSCIENCES INC,-0.223061,0.037470
83534,10/31/2013,NEUROCRINE BIOSCIENCES INC,-0.166961,0.039895
83534,11/29/2013,NEUROCRINE BIOSCIENCES INC,0.041357,0.024966
83534,12/31/2013,NEUROCRINE BIOSCIENCES INC,-0.048880,0.026140
83534,01/31/2014,NEUROCRINE BIOSCIENCES INC,0.829764,-0.029987
83534,02/28/2014,NEUROCRINE BIOSCIENCES INC,0.031597,0.046186
83534,03/31/2014,NEUROCRINE BIOSCIENCES INC,-0.086784,0.004501
83534,04/30/2014,NEUROCRINE BIOSCIENCES INC,-0.129193,0.001670
83534,05/30/2014,NEUROCRINE BIOSCIENCES INC,-0.009272,0.020223
83534,06/30/2014,NEUROCRINE BIOSCIENCES INC,0.068035,0.027961
83534,07/31/2014,NEUROCRINE BIOSCIENCES INC,-0.084597,-0.020536
83534,08/29/2014,NEUROCRINE BIOSCIENCES INC,0.201031,0.040206
83534,09/30/2014,NEUROCRINE BIOSCIENCES INC,-0.039240,-0.025132
83534,10/31/2014,NEUROCRINE BIOSCIENCES INC,0.181876,0.021198
83534,11/28/2014,NEUROCRINE BIOSCIENCES INC,0.076134,0.021159
83534,12/31/2014,NEUROCRINE BIOSCIENCES INC,0.120923,-0.003623
83534,01/30/2015,NEUROCRINE BIOSCIENCES INC,0.506714,-0.027200
83534,02/27/2015,NEUROCRINE BIOSCIENCES INC,0.160131,0.056017
83534,03/31/2015,NEUROCRINE BIOSCIENCES INC,0.016901,-0.010454
83534,04/30/2015,NEUROCRINE BIOSCIENCES INC,-0.141526,0.008716
83534,05/29/2015,NEUROCRINE BIOSCIENCES INC,0.286594,0.010344
83534,06/30/2015,NEUROCRINE BIOSCIENCES INC,0.088919,-0.019262
83534,07/31/2015,NEUROCRINE BIOSCIENCES INC,0.049414,0.012113
83534,08/31/2015,NEUROCRINE BIOSCIENCES INC,-0.074621,-0.060046
83534,09/30/2015,NEUROCRINE BIOSCIENCES INC,-0.142087,-0.033769
83534,10/30/2015,NEUROCRINE BIOSCIENCES INC,0.233727,0.074021
83534,11/30/2015,NEUROCRINE BIOSCIENCES INC,0.107558,0.002448
83534,12/31/2015,NEUROCRINE BIOSCIENCES INC,0.040464,-0.022287
83534,01/29/2016,NEUROCRINE BIOSCIENCES INC,-0.247835,-0.057094
83534,02/29/2016,NEUROCRINE BIOSCIENCES INC,-0.135605,0.000685
83534,03/31/2016,NEUROCRINE BIOSCIENCES INC,0.075313,0.070518
83534,04/29/2016,NEUROCRINE BIOSCIENCES INC,0.152465,0.011814
83534,05/31/2016,NEUROCRINE BIOSCIENCES INC,0.089294,0.014316
